,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,TMPID,UPLOAD_ID,latitude,longitude
72,2060036400,104,¼­ÇöÁöÇÏÂ÷µµ,0,,sn_si-kg,5,00000,206,999,,37.385457901571016,127.11528607426882
73,2060036200,104,ÃÊ¸²ÁöÇÏÂ÷µµ,0,,sn_si-kg,5,00000,206,999,,37.38517040140529,127.11502873126656
74,2060039000,104,¼­ÇöÁöÇÏÂ÷µµ,0,,sn_si-kg,5,00000,206,999,,37.38855171373331,127.11819176148232
75,2060039500,104,¸Å¼ÛÁöÇÏÂ÷µµ,0,,sn_si-kg,5,00000,206,999,,37.38926277638141,127.1188696061343
76,2060003100,101,¸Å¼Û»ç°Å¸®,1,,sn_si-kg,5,00000,206,999,,37.39143168301878,127.12022095019701
77,2060002700,101,¾çÇö»ç°Å¸®,1,,sn_si-kg,5,00000,206,999,,37.39008771350155,127.12245938697698
78,2060036300,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.38537849572237,127.11814226174224
79,2060035300,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.38396958865528,127.11975338628032
80,2060037300,101,-,0,,sn_si-kg,5,00000,206,999,,37.38627246369952,127.12284073045127
81,2060038800,101,-,0,,sn_si-kg,5,00000,206,999,,37.388173994945234,127.12075860534198
82,2060038200,101,-,0,,sn_si-kg,5,00000,206,999,,37.38731758818914,127.12169638701717
83,2060035600,101,-,0,,sn_si-kg,5,00000,206,999,,37.384428432884306,127.12036851207125
84,2060032700,101,-,1,,sn_si-kg,5,00000,206,999,,37.38123877557666,127.11591544966302
85,2060031700,101,-,1,,sn_si-kg,5,00000,206,999,,37.380164527250166,127.11440898083465
86,2060031000,101,-,0,,sn_si-kg,5,00000,206,999,,37.378899495900605,127.11582329257267
87,2060032000,101,-,0,,sn_si-kg,5,00000,206,999,,37.38040599504173,127.11692069940271
88,2060034800,101,-,0,,sn_si-kg,5,00000,206,999,,37.383554183060276,127.12138179316378
89,2060034400,101,-,1,,sn_si-kg,5,00000,206,999,,37.38308265140949,127.12072951181507
90,2060030900,101,-,1,,sn_si-kg,5,00000,206,999,,37.37852915100093,127.11213941826946
91,2060032300,101,-,0,,sn_si-kg,5,00000,206,999,,37.38070877635075,127.1165552309572
92,2060031400,101,-,0,,sn_si-kg,5,00000,206,999,,37.3796052450995,127.11502610558122
93,2060030100,101,-,0,,sn_si-kg,5,00000,206,999,,37.37798874487626,127.11278626117569
94,2060037100,101,-,0,,sn_si-kg,5,00000,206,999,,37.38602874459336,127.11994994991409
95,2060038100,101,-,0,,sn_si-kg,5,00000,206,999,,37.38728512032873,127.11994710489707
96,2060036600,101,-,0,,sn_si-kg,5,00000,206,999,,37.38554221399354,127.12186126207938
97,2060037600,101,-,0,,sn_si-kg,5,00000,206,999,,37.386590026130186,127.12071051226478
98,2060036000,101,-,0,,sn_si-kg,5,00000,206,999,,37.384996963221006,127.12108782456562
99,2060036100,101,-,0,,sn_si-kg,5,00000,206,999,,37.385075745223965,127.12237354316699
100,2060035700,101,-,0,,sn_si-kg,5,00000,206,999,,37.38451421359262,127.12162023142555
101,2060035400,101,-,0,,sn_si-kg,5,00000,206,999,,37.38398002620475,127.12090360559732
102,2060037700,101,-,0,,sn_si-kg,5,00000,206,999,,37.38677749524429,127.12228773051109
103,2060038700,101,-,0,,sn_si-kg,5,00000,206,999,,37.387948776768866,127.12245351178123
104,2060041300,101,¾È¸»»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.39470427651127,127.1282865426059
105,2060042200,101,¹°¹æ¾Æ»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.39919124513141,127.12869385515025
106,2060044400,101,ÇÏÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40540377639504,127.12863863749095
107,2060049800,101,¾ßÅ¾¿ª»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40984093236013,127.12870732435374
108,2060052200,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.412340214069104,127.12869679281576
109,2060054100,101,Àå¹Ì»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41381749550239,127.12870688633896
110,2060050000,101,-,0,,sn_si-kg,5,00000,206,999,,37.40986374533217,127.12716766827721
111,2060049900,101,-,1,,sn_si-kg,5,00000,206,999,,37.409851058110576,127.1278660430132
112,2060051000,101,-,0,,sn_si-kg,5,00000,206,999,,37.41134768306041,127.12719144864766
113,2060048300,101,-,1,,sn_si-kg,5,00000,206,999,,37.40906030789487,127.124943605366
114,2060050400,101,-,0,,sn_si-kg,5,00000,206,999,,37.41072774462459,127.13045401193769
115,2060051700,101,-,0,,sn_si-kg,5,00000,206,999,,37.411970214067395,127.13165035662101
116,2060054300,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41382455794146,127.12599735511093
117,2060052000,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.412333181842314,127.12331729263954
118,2060052400,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.412342244424124,127.12599198055685
119,2060049500,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40980943275091,127.12595816849546
120,2060048800,101,¾ßÅ¾±³»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40955268261948,127.12474644957372
121,2060048000,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.4086808696134,127.12322141856366
122,2060045300,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40595418246765,127.12354998034213
123,2060044600,101,¾Æ¸ª»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.405410870717304,127.12357182449675
124,2060044500,101,Å¾°ñ»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.405407526462184,127.12540457410864
125,2060043700,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.404884307609734,127.12357160579242
126,2060043300,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40365196347265,127.12355770025918
127,2060042400,101,¹æ¾Æ´Ù¸®»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.39920365214226,127.12358048022182
128,2060042300,101,¹°¹æ¾Æ»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.399200870211445,127.12541482449171
129,2060041400,101,ÀÌ¸Å±³»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.394714901595975,127.12354444955196
130,2060041600,101,¾È¸»»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.3947214635859,127.12534679354572
131,2060048400,101,Å¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40915833889969,127.12297898032469
132,2060049600,101,-,0,,sn_si-kg,5,00000,206,999,,37.40981127677515,127.13041866761341
133,2060054200,101,-,0,,sn_si-kg,5,00000,206,999,,37.41382318223705,127.13046976225728
134,2060051200,101,-,0,,sn_si-kg,5,00000,206,999,,37.411350869730505,127.12398107427697
135,2060051100,101,-,0,,sn_si-kg,5,00000,206,999,,37.41135055743437,127.12599641814793
136,2060043000,101,-,0,,sn_si-kg,5,00000,206,999,,37.40111246339198,127.12359473033659
137,2060042800,101,-,1,,sn_si-kg,5,00000,206,999,,37.39971352703578,127.12357726183677
138,2060051600,101,-,0,,sn_si-kg,5,00000,206,999,,37.411960869780714,127.13045448084777
139,2060041200,102,-,0,,sn_si-kg,5,00000,206,999,,37.39340946415675,127.12294551108842
140,2060048900,103,-,0,,sn_si-kg,5,00000,206,999,,37.4095581514344,127.13222941816211
141,2060053900,101,-,0,,sn_si-kg,5,00000,206,999,,37.41343927620838,127.13288216859016
142,2060053000,101,-,0,,sn_si-kg,5,00000,206,999,,37.41262612062129,127.13284257491601
143,2060051800,101,-,0,,sn_si-kg,5,00000,206,999,,37.41208902631075,127.13283826144394
144,2060046300,104,ÇÏÅ¾ÁöÇÏÂ÷µµ,0,,sn_si-kg,5,00000,206,999,,37.4074437140266,127.128679292621
145,2060041500,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.39471933856633,127.12052063729189
146,2060042600,101,-,0,,sn_si-kg,5,00000,206,999,,37.39924465222354,127.1199680116933
147,2060043200,104,-,0,,sn_si-kg,5,00000,206,999,,37.4031742760494,127.11943713664225
148,2060047400,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40835865084608,127.11870323104989
149,2060044800,101,º¸¶ã»ç°Å¸®,1,,sn_si-kg,5,00000,206,999,,37.40543815122407,127.12158123119666
150,2060053400,101,»ç¼Û±³»ï°Å¸®,0,,sn_si-kg,5,00000,206,999,,37.413094463972854,127.12079282435138
151,2060054400,101,»ç¼Û±³»ç°Å¸®,0,,sn_si-kg,5,00000,206,999,,37.41382808908873,127.12251407402799
152,2060048200,101,-,1,,sn_si-kg,5,00000,206,999,,37.408711589113345,127.12105823001967
153,2060042500,101,-,0,,sn_si-kg,5,00000,206,999,,37.39920633929406,127.12147070036633
154,2060051300,102,¼º³²Ã¼À°È¸°ü,0,,sn_si-kg,5,00000,206,999,,37.41138171404692,127.11951988730716
155,2060048500,103,-,0,,sn_si-kg,5,00000,206,999,,37.40943071366126,127.12032191865546
156,2060043900,101,-,1,,sn_si-kg,5,00000,206,999,,37.40494865095919,127.12158335653378
157,2060042900,101,-,0,,sn_si-kg,5,00000,206,999,,37.39971527579828,127.12143276237363
158,2060001600,101,È¿ÀÚÃÌ»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.37940565096917,127.13605235616284
159,2060039100,102,-,0,,sn_si-kg,5,00000,206,999,,37.38891093231512,127.1416542929154
160,2060039900,102,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.390494244663884,127.13554344938227
161,2060034500,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.383171714439875,127.13845035583472
162,2060031500,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.379645244562305,127.13638201229045
163,2060030000,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.377983995437496,127.1382743245283
164,2060039200,102,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.38892943279356,127.15651444938791
165,2060039400,101,-,0,,sn_si-kg,5,00000,206,999,,37.389222151355504,127.13827229382194
166,2060039600,102,-,0,,sn_si-kg,5,00000,206,999,,37.38985352627212,127.13979373052861
167,2060035000,101,-,1,,sn_si-kg,5,00000,206,999,,37.383771714082634,127.15047669940319
168,2060031300,101,-,0,,sn_si-kg,5,00000,206,999,,37.379569526542475,127.1526618248571
169,2060040100,104,-,0,,sn_si-kg,5,00000,206,999,,37.390722150846386,127.14950610588261
170,2060040400,101,-,0,,sn_si-kg,5,00000,206,999,,37.3912170582194,127.13384263644743
171,2060046200,101,ÇÏÅ¾»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.407375588454215,127.13387963698162
172,2060046700,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40776627653461,127.13787066769271
173,2060045900,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.406829902027475,127.14200501219304
174,2060047100,101,»óÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40809212032063,127.14296066793972
175,2060049300,101,-,1,,sn_si-kg,5,00000,206,999,,37.40973458859565,127.14370004268508
176,2060051400,101,-,1,,sn_si-kg,5,00000,206,999,,37.411573056896245,127.14377248053066
177,2060053100,101,»óÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41281883848628,127.1438201679836
178,2060054700,101,µµÃÌ»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.414044244796656,127.14388954374337
179,2060049200,102,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.409705995897795,127.15603269989603
180,2060047500,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.4084192452189,127.15612335531642
181,2060046500,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40755183848332,127.14878835506656
182,2060045800,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.406821432750384,127.1546883564543
183,2060045600,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40631605777475,127.15221782496403
184,2060045500,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.406285213338855,127.14854885494911
185,2060045400,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40625593300956,127.15168548112494
186,2060045000,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40547705818899,127.14823148137508
187,2060044100,102,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.4053242132574,127.15718110571846
188,2060044700,101,¾ßÅ¾4±³,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.4054241511841,127.15531326137261
189,2060043600,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40488143216543,127.15226641837488
190,2060043500,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.404862995152705,127.15173823026748
191,2060055400,101,¿©¼öµ¿ÀÔ±¸,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41684883951675,127.13389676207173
192,2060055100,101,ÁßÅ¾»ï°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.414742901398284,127.13903738724656
193,2060053800,101,¸ÅÈ­»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41339968313425,127.13385945001451
194,2060053300,101,ÁßÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.41308874498364,127.138634418516
195,2060048700,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40951005783525,127.1379767299101
196,2060048600,101,¼Û¸²»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.409450525882974,127.13383073037926
197,2060047600,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40846890132655,127.146393512343
198,2060046600,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40758749533091,127.14436073096495
199,2060046000,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.407105463538834,127.14561119895365
200,2060045100,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.40560677625683,127.14474501152037
201,2060050600,101,-,1,,sn_si-kg,5,00000,206,999,,37.410838151468276,127.1338457301709
202,2060053500,101,-,1,,sn_si-kg,5,00000,206,999,,37.41323127712571,127.13740569905376
203,2060049000,101,-,0,,sn_si-kg,5,00000,206,999,,37.40961786996254,127.13545229307464
204,2060053700,101,-,0,,sn_si-kg,5,00000,206,999,,37.41339577597834,127.13548288714301
205,2060052900,101,-,0,,sn_si-kg,5,00000,206,999,,37.41262427680943,127.1338669498143
206,2060052800,101,-,0,,sn_si-kg,5,00000,206,999,,37.41259993312105,127.13548526271322
207,2060052700,101,-,0,,sn_si-kg,5,00000,206,999,,37.41245696438124,127.13726198044297
208,2060053200,101,-,0,,sn_si-kg,5,00000,206,999,,37.412883339087834,127.14240866904052
209,2060049100,101,-,1,,sn_si-kg,5,00000,206,999,,37.40966974508405,127.13674473052843
210,2060051900,101,-,0,,sn_si-kg,5,00000,206,999,,37.41230671449588,127.13848779403938
211,2060051500,101,-,0,,sn_si-kg,5,00000,206,999,,37.411613651921456,127.14235879317214
212,2060047900,101,-,0,,sn_si-kg,5,00000,206,999,,37.408578339326425,127.14164601207588
213,2060049400,101,-,0,,sn_si-kg,5,00000,206,999,,37.409773963432166,127.14228654339925
214,2060050200,101,-,0,,sn_si-kg,5,00000,206,999,,37.4106362449431,127.1381159488246
215,2060050500,101,-,0,,sn_si-kg,5,00000,206,999,,37.410791776767844,127.13688979290093
216,2060050700,101,-,0,,sn_si-kg,5,00000,206,999,,37.410846213818346,127.13546354341358
217,2060044200,101,-,0,,sn_si-kg,5,00000,206,999,,37.40536827672748,127.1562231994453
218,2060043400,102,-,0,,sn_si-kg,5,00000,206,999,,37.40396833876626,127.15808610634362
219,2060046900,101,-,0,,sn_si-kg,5,00000,206,999,,37.40793615180366,127.14458138782915
220,2060046400,101,-,0,,sn_si-kg,5,00000,206,999,,37.40747418214193,127.14581388688951
221,2060045700,101,-,0,,sn_si-kg,5,00000,206,999,,37.40675799536267,127.14670298045317
222,2060016100,101,-,0,,sn_si-kg,5,00000,206,999,,37.36415961972506,127.1286182303955
223,2060015900,101,-,0,,sn_si-kg,5,00000,206,999,,37.3635274328364,127.12772582390934
224,2060008200,101,±¸¹Ì»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.34348121375641,127.125998699214
225,2060007300,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.341603807980015,127.12343948061455
226,2060009200,101,-,0,,sn_si-kg,5,00000,206,999,,37.34501024519207,127.12459245027998
227,2060016400,101,-,0,,sn_si-kg,5,00000,206,999,,37.3645615575431,127.12994388726739
228,2060016000,102,-,0,,sn_si-kg,5,00000,206,999,,37.36390011944782,127.13114085590351
229,2060016700,101,-,0,,sn_si-kg,5,00000,206,999,,37.36480765153061,127.12952382470893
230,2060016800,101,-,0,,sn_si-kg,5,00000,206,999,,37.364841150984155,127.12786657464522
231,2060017200,101,-,0,,sn_si-kg,5,00000,206,999,,37.3651535889067,127.127521980341
232,2060017900,101,-,0,,sn_si-kg,5,00000,206,999,,37.36580652631138,127.12846966789598
233,2060016500,101,-,0,,sn_si-kg,5,00000,206,999,,37.36459299513446,127.12670835617581
234,2060016300,101,-,0,,sn_si-kg,5,00000,206,999,,37.364238026257794,127.12699454375799
235,2060014900,102,-,0,,sn_si-kg,5,00000,206,999,,37.362708807993165,127.12865198071287
236,2060029900,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.37767290154498,127.13218944962938
237,2060028300,101,-,0,,sn_si-kg,5,00000,206,999,,37.375974901001165,127.13119451234613
238,2060027600,101,È¿ÀÚÃÌ»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.375368870904545,127.13036348141722
239,2060024800,101,Àå¾È»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.372197213434575,127.13392054380947
240,2060024600,101,»ûº°»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.371958151492436,127.1256047305913
241,2060024200,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.37152702604107,127.13299466770862
242,2060020900,101,»ûº°»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.369091933099526,127.12878607479365
243,2060018900,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.36708724474025,127.1272844183633
244,2060017800,101,-,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.365801120214186,127.12547566914013
245,2060017100,101,Çª¸¥¸¶À»»ï°Å¸®,0,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.36512162008714,127.12451760517641
246,2060015500,101,-,1,º¸¿Ï,sn_si-kg,5,00000,206,999,,37.363462651575006,127.12316629356263
247,2060014000,101,-,1,,sn_si-kg,5,00000,206,999,,37.360135119386506,127.1229351057974
248,2060021300,101,-,1,,sn_si-kg,5,00000,206,999,,37.3695199640071,127.11960848129625
249,2060026700,101,-,1,,sn_si-kg,5,00000,206,999,,37.37437424560437,127.11343957382684
